LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
"UNITED CONSULTING SYSTEMS, INC",2304 MARINERS POINT LN,SPRINGFIELD,IL,62712,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,SPRINGFIELD,IL,,
RECURSION GROUP INC.,"1900 E GOLF ROAD,SUITE #950",SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,ITASCA,IL
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
SD3 CORPORATION,1 PARKVIEW PLZ,OAKBROOK TERRACE,IL,60181,"Software Developers, Applications",CONSULTANT,Y,1,OAKBROOK TERRACE,IL,CHICAGO,IL
VIVA USA INC.,3601 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,Human Resources Specialists,HUMAN RESOURCES SPECIALISTS,Y,1,ROLLING MEADOWS,IL,,
"CENTURY TILES USA, LLC",210 EAST ASHLAND AVE.,MORTON,IL,61550,Marketing Managers,MARKETING MANAGER,Y,1,MORTON,IL,,
NEXT GENERATION TECHNOLOGY INC.,116 S. ARLINGTON HEIGHTS RD.,ARLINGTON HEIGHTS,IL,60005,"Computer Occupations, All Other",SAP MM/SD/PP SOLUTION ARCHITECT,Y,1,ARLINGTON HEIGHTS,IL,,
UIS CONSULTING LLC,1635 W. WISE ROAD SUITE 9,SCHAUMBURG,IL,60193,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,SCHAUMBURG,IL,,
MAGELLAN DEVELOPMENT GROUP LLC,225 N. COLUMBUS DRIVE,CHICAGO,IL,60601,Financial Analysts,FINANCIAL ANALYST,Y,1,CHICAGO,IL,,
"UNITED CONSULTING SYSTEMS, INC",2304 MARINERS POINT LN,SPRINGFIELD,IL,62712,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,CHICAGO,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,SR.PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
"EDIFY TECHNOLOGIES, INC.",2200 SOUTH MAIN STREET,LOMBARD,IL,60148,Computer Programmers,SENIOR PROGRAMMER ANALYST,Y,1,CHICAGO,IL,LOMBARD,IL
SARAM SOLUTIONS INC.,1444 N FARNSWORTH AVENUE,AURORA,IL,60505,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,AURORA,IL,,
"ETEK IT SERVICES, INC.",830 E HIGGINS RD,SCHAUMBURG,IL,60173,"Computer Occupations, All Other",SOFTWARE QA ENGINEER,Y,1,VERNON HILLS,IL,,
DIVIHN INTEGRATION INC,2500 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169,"Computer Occupations, All Other",BUSINESS ANALYST,Y,1,CHICAGO,IL,,
"TERASOFT INTERNATIONAL, INC.","1901 N ROSELLE ROAD, SUITE 800",SCHAUMBURG,IL,60195,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,WEST CHESTER,IL,,
"SUPRASOFT, INC.",830 E. HIGGINS RD.,SCHAUMBURG,IL,60173,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
COGENT DATA SOLUTIONS LLC,2500 W HIGGINS ROAD SUITE 1165,HOFFMAN ESTATES,IL,60169,Computer Programmers,COMPUTER PROGRAMMER,Y,1,HOFFMAN ESTATES,IL,,
ASHI INCORPORATED,10600 S. HARLEM AVENUE,WORTH,IL,60482,Accountants and Auditors,ACCOUNTANT,Y,1,WORTH,IL,,
"F&S CONSULTING, INC.",1635 WISE RD.,SCHAUMBURG,IL,60193,"Software Developers, Systems Software",SOFTWARE ENGINEER EXPERT  EMBEDDED SYSTEMS,Y,1,SCHAUMBURG,IL,,
"WORLD GIFT CENTER USA, INC.",9617 W. GRAND AVE,FRANKLIN PARK,IL,60131,Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,1,FRANKLIN PARK,IL,,
NEWTEC WINDOW & DOOR INC,3159 WEST 36TH STREET,CHICAGO,IL,60632,Civil Engineers,CIVIL ENGINEER,Y,1,CHICAGO,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
CLINRON,203 N. LA SALLE STREET,CHICAGO,IL,60601,,REGULATORY AFFAIRS SPECIALIST,N,1,CHICAGO,IL,,
"VED INNOVATIONS, INC",2358 HASSELL ROAD,HOFFMAN ESTATES,IL,60169,"Software Developers, Applications",SENIOR ORACLE DEVELOPER,Y,1,HOFFMAN ESTATES,IL,,
EGEN SOLUTIONS INC,40 SHUMAN BLVD,NAPERVILLE,IL,60563,Logisticians,PLANNING ANALYST,Y,1,NAPERVILLE,IL,,
VIVA USA INC.,3601 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,Human Resources Specialists,HUMAN RESOURCES SPECIALISTS,Y,1,ROLLING MEADOWS,IL,,
METMOX INC,2300 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,Computer Programmers,PROGRAMMER ANALYST,Y,1,HOFFMAN ESTATES,IL,,
"JONES LANG LASALLE AMERICAS, INC.",200 EAST RANDOLPH STREET,CHICAGO,IL,60601,"Software Developers, Applications",SENIOR APPLICATION DEVELOPER,Y,1,WESTMONT,IL,,
"GSG CONSULTANTS, INC.",855 WEST ADAMS ST.,CHICAGO,IL,60607,Budget Analysts,BUDGET AND POLICY ANALYST,Y,1,CHICAGO,IL,,
COGENT DATA SOLUTIONS LLC,2500 W HIGGINS ROAD SUITE 1165,HOFFMAN ESTATES,IL,60169,Computer Programmers,COMPUTER PROGRAMMER,Y,1,HOFFMAN ESTATES,IL,THOUSAND OAKS,IL
METMOX INC,2300 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,Computer Programmers,PROGRAMMER ANALYST,Y,1,HOFFMAN ESTATES,IL,,
"NEXTROW, INC.",917 NORTH PLUM GROVE ROAD,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,CHICAGO,IL,SCHAUMBURG,IL
VIVA USA INC.,3601 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,Computer Programmers,PROGRAMMER ANALYST,Y,1,ROLLING MEADOWS,IL,,
NUMERIC TECHNOLOGIES INC,4200 CANTERA DRIVE,WARRENVILLE,IL,60555,Computer Systems Analysts,BUSINESS SYSTEMS ANALYST,Y,1,WARRENVILLE,IL,,
"3CORE SYSTEMS, INC.",4355 WEAVER PARKWAY,WARRENVILLE,IL,60555,"Software Developers, Systems Software",SOFTWARE TECHNICAL ASSESSMENT SPECIALIST,Y,1,WARRENVILLE,IL,,
CLINRON,203 N. LA SALLE STREET,CHICAGO,IL,60601,,VALIDATION ENGINEER,N,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 3,Y,1,OAKBROOK TERRACE,IL,,
"PETERSON  TECHNOLOGY PARTNERS, INC.",1600 GOLF ROAD,ROLLING MEADOWS,IL,60008,Computer Systems Analysts,QA AUTOMATION,Y,1,ROLLING  MEADOWS,IL,,
"WARMLY YOURS.COM, INC.",590 TELSER ROAD,LAKE ZURICH,IL,60047,Electrical Engineers,ELECTRICAL RADIANT PRODUCT ENGINEER,N,1,LAKE ZURICH,IL,,
"MESIROW FINANCIAL HOLDINGS, INC",353 NORTH CLARK STREET,CHICAGO,IL,60654,Financial Managers,MANAGING DIRECTOR,Y,1,CHICAGO,IL,,
"ASPIRE SYSTEMS, INC.",1200 HARGER ROAD,OAK BROOK,IL,60523,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,OAK BROOK,IL,SAN JOSE,CA
"CK INDUSTRIES, INC.",365 SURRYSE ROAD,LAKE ZURICH,IL,60047,Market Research Analysts and Marketing Specialists,MARKET RESEARCH ANALYST,Y,1,LAKE ZURICH,IL,,
WELLSPRING WORLDWIDE INC.,"350 N. LASALLE STREET, 12TH FLOOR",CHICAGO,IL,60654,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"AUTOMOTIVE ROBOTICS, INC.",221 ALTORFER LANE,EAST PEORIA,IL,61611,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,MOSSVILLE,IL,,
UIS CONSULTING LLC,1635 W. WISE ROAD SUITE 9,SCHAUMBURG,IL,60193,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,SCHAUMBURG,IL,,
KELLY MAXSON INC.,1717 PARK STREET,NAPERVILLE,IL,60563,"Computer Occupations, All Other",QUALITY ANALYST,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,ROLLING MEADOWS,IL,,
"BITSOFT INTERNATIONAL, INC.",2272 W. 95TH STREET,NAPERVILLE,IL,60564,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
TERASOFT INTERNATIONAL INC.,1901 N ROSELLE ROAD,SCHAUMBURG,IL,60195,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,WESTCHESTER,IL,,
ENNVEE TECHNOGROUP,30 W 260 W. BUTTERFIELD ROAD,WARRENVILLE,IL,60555,"Computer Occupations, All Other",LEAD QA ANALYST,Y,1,HOFFMAN ESTATES,IL,,
CANDOR GROUP INC.,2272 95TH STREET,NAPERVILLE,IL,60564,Computer Programmers,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
KALVEN TECHNOLOGIES INC,2300 EAST HIGGINS ROAD,ELK GROVE VILLAGE,IL,60007,"Business Operations Specialists, All Other",HEALTHCARE BUSINESS ANALYST,Y,1,ELK GROVE VILLAGE,IL,TALLAHASSEE,FL
"PR3 SYSTEMS, INC.",1444 N. FARNSWORTH AVE,AURORA,IL,60505,"Computer Occupations, All Other",SR. TECHNICAL ANALYST,Y,1,CHICAGO,IL,AURORA,IL
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
"K&G CUSTOMS SERVICE, INC.",1538 ELMHURST ROAD,ELK GROVE VILLAGE,IL,60007,Accountants and Auditors,ACCOUNTANT,N,1,ELK GROVE VILLAGE,IL,,
"ASTER LOGIC, INC.","2272, 95TH STREET",NAPERVILLE,IL,60564,Computer Systems Analysts,REPORTING & ANALYTICS DEVELOPER,Y,2,NAPERVILLE,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Physicists,POSTDOCTORAL APPOINTEE,Y,5,LEMONT,IL,,
"DELTA CONTROLS CHICAGO, INC.",801 PARKVIEW BLVD,LOMBARD,IL,60148,"Electronics Engineers, Except Computer",PROJECT ENGINEER AND PROGRAMMER,Y,1,LOMBARD,IL,,
THE UNIVERSITY OF CHICAGO,5801 S. ELLIS AVE,CHICAGO,IL,60637,"Mathematical Science Teachers, Postsecondary",L.E. DICKSON INSTRUCTOR,Y,1,CHICAGO,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,ROLLING MEADOWS,IL,,
EBENBROOK CORP.,4043 N. RAVENSWOOD AVE. #220,CHICAGO,IL,60613,Multimedia Artists and Animators,INDUSTRIAL MULTIMEDIA GRAPHIC DESIGNER,N,1,CHICAGO,IL,,
"TRADING TECHNOLOGIES INTERNATIONAL, INC.",222 SOUTH RIVERSIDE PLAZA,CHICAGO,IL,60606,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"NORTH FORK HOLDINGS, INC.",1933 N. MEACHAM ROAD,SCHAUMBURG,IL,60173,"Computer Occupations, All Other",SYSTEMS CONSULTANT,Y,1,SCHAUMBURG,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",IOS DEVELOPER,Y,1,CHICAGO,IL,,
CONTINENTAL CASUALTY COMPANY,333 S. WABASH,CHICAGO,IL,60604,Management Analysts,BUSINESS ANALYST SPECIALIST,Y,1,CHICAGO,IL,,
ERESOURCES CONSULTANTS INC.,3412 FRANKSTOWNE DRIVE,NAPERVILLE,IL,60565,Database Administrators,DATABASE ADMINISTRATOR,Y,2,NAPERVILLE,IL,,
"EDIFY TECHNOLOGIES, INC.",2200 SOUTH MAIN STREET,LOMBARD,IL,60148,Computer Programmers,PROGRAMMER ANALYST,Y,1,LOMBARD,IL,,
COGENT DATA SOLUTIONS LLC,2500 W HIGGINS ROAD SUITE 1165,HOFFMAN ESTATES,IL,60169,Computer Programmers,COMPUTER PROGRAMMER,Y,1,HOFFMAN ESTATES,IL,,
"NETOP TECHNOLOGIES, INC.",737 N. MICHIGAN AVENUE,CHICAGO,IL,60611,Market Research Analysts and Marketing Specialists,MARKET INTEGRATION SPECIALIST (GLOBAL MARKETING IN,N,1,CHICAGO,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,OAK BROOK,IL,ROLLING MEADOWS,IL
"OGNI, INC.","4415 W HARRISON STREET, SUITE 504",HILLSIDE,IL,60162,"Business Operations Specialists, All Other",ENERGY AUDITOR,Y,1,HILLSIDE,IL,,
"SUPRASOFT, INC.",830 E. HIGGINS RD.,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SCHAUMBURG,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
"CANDOR GROUP, INC.",2272 95TH STREET,NAPERVILLE,IL,60564,Computer Systems Analysts,QUALITY ASSURANCE ANALYST,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",ANDROID DEVELOPER,Y,1,CHICAGO,IL,,
NUMERIC TECHNOLOGIES INC,4200 CANTERA DRIVE,WARRENVILLE,IL,60555,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,WARRENVILLE,IL,,
FEDERAL HOME LOAN BANK OF CHICAGO,200 E. RANDOLPH DRIVE,CHICAGO,IL,60601,Credit Analysts,SENIOR CREDIT ANALYST,Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,NORTH CHICAGO,IL,,
CLAYTON RESIDENTIAL HOME,2026 NORTH CLARK STREET,CHICAGO,IL,60614,Healthcare Social Workers,SOCIAL WORKER,Y,1,CHICAGO,IL,,
S R INTERNATIONAL INC.,2272 95TH ST.,NAPERVILLE,IL,60564,Computer Systems Analysts,COMPUTER SYSTEM ANALYSTS,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
"SUPRASOFT, INC.",830 E. HIGGINS RD.,SCHAUMBURG,IL,60173,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SCHAUMBURG,IL,,
"ICONSULTUS, INC.",75 EXECUTIVE DRIVE,AURORA,IL,60504,Computer Programmers,SOFTWARE PROGRAMMER I,Y,1,AURORA,IL,BENSENVILLE,IL
"EDIFY TECHNOLOGIES, INC.",2200 SOUTH MAIN STREET,LOMBARD,IL,60148,Computer Programmers,PROGRAMMER ANALYST,Y,1,LOMBARD,IL,,
"ENVIRONMENTAL SYSTEMS DESIGN, INC.","175 W. JACKSON BLVD., SUITE 1400",CHICAGO,IL,60604,"Engineers, All Other",MECHANICAL ENGINEER,Y,1,CHICAGO,IL,,
"BIJJAM INFORMATION TECHNOLOGIES, INC.",3525 WEST PETERSON AVENUE,CHICAGO,IL,60659,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,NORTH CHICAGO,IL,,
VIVA USA INC.,3601 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",SYSTEM ARCHITECT,Y,1,ROLLING MEADOWS,IL,,
"AES SERVICES, INC.","6201 W. TOUHY AVENUE, SUITE 4",CHICAGO,IL,60646,Civil Engineers,CIVIL ENGINEER,Y,1,CHICAGO,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",.NET DEVELOPER,Y,1,CHICAGO,IL,,
INDUSA TECHNICAL CORPORATION,1 TRANSAM PLAZA DRIVE,OAKBROOK TERRACE,IL,60181,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
TRADEHELM INC,20 NORTH WACKER DRIVE,CHICAGO,IL,60606,"Software Developers, Applications",LEAD SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
HIMA INCORPORATION,247 WESTMINSTER DR.,BLOOMINGDALE,IL,60108,Computer Programmers,PROGRAMMER ANALYST,Y,1,ST. CHARLES,IL,,
ALREK BUSINESS SOLUTIONS INC.,804 WOODFIELD ROAD,SCHAUMBUEG,IL,60173,"Software Developers, Applications",APPLICATIONS DEVELOPER (JAVA),Y,1,SCHAUMBURG,IL,,
HIMA INCORPORATION,247 WESTMINSTER DR.,BLOOMINGDALE,IL,60108,Computer Programmers,PROGRAMMER ANALYST,Y,1,ST. CHARLES,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
SOFTLABZ CORPORATION,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST,Y,1,CHICAGO,IL,,
"ATHARVA TECHNOLOGIES, INC.",2362 REFLECTIONS DRIVE,AURORA,IL,60502,Computer Programmers,PROGRAMMER ANALYST,Y,3,AURORA,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Network and Computer Systems Administrators,NETWORK & COMPUTER SYSTEMS ADMINISTRATOR,Y,1,NAPERVILLE,IL,,
"HR PUNDITS, INC",1111 PLAZA DR,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,Physicists,RESEARCH SCIENTIST IN COMPUTATIONAL PHYSICS,Y,1,CHICAGO,IL,,
SAKONENT PARTNERS LLC,233 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Network and Computer Systems Administrators,CLOUD SOLUTIONS ARCHITECT CONSULTANT,Y,4,CHICAGO,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,ROLLING MEADOWS,IL,,
STRATEOLOGY BUSINESS CONSULTING,650 E ALGONQUIN ROAD,SCHAUMBURG,IL,60173,"Computer Occupations, All Other",IT ARCHITECT,Y,1,SCHAUMBURG,IL,,
"BILSTEIN NORTH AMERICA, INC.",8770 W. BRYN MAWR AVENUE,CHICAGO,IL,60631,Chief Executives,PRESIDENT/CEO,Y,1,CHICAGO,IL,,
FOCUS CORE INC,35 EAST WACKER DRIVE,CHICAGO,IL,60601-2314,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,CHICAGO,IL
SBP CONSULTING INC.,4900 38TH AVENUE,MOLINE,IL,61265,Computer Systems Analysts,ERP SYSTEMS ANALYST,Y,1,MOLINE,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Systems Analysts,COMPUTER SYSTEM ANALYST,Y,1,NAPERVILLE,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Software Developers, Applications",TEST ENGINEER II,Y,5,CHICAGO,IL,HOFFMAN ESTATES,IL
"BAM STUDIO, INC.",1 EAST ERIE ST,CHICAGO,IL,60611,Audio-Visual and Multimedia Collections Specialist,AUDIO/VISUAL SPECIALIST,Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
AIRCRAFT GEAR CORPORATION,611 BEACON STREET,ROCKFORD,IL,61130,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,ROCKFORD,IL,,
"HR PUNDITS, INC",1111 PLAZA DR,SCHAUMBURG,IL,60173,Computer Systems Analysts,ERP ANALYST,Y,1,SCHAUMBURG,IL,,
EGEN SOLUTIONS INC,40 SHUMAN BLVD,NAPERVILLE,IL,60563,Computer Programmers,PROGRAMMER ANALYST,Y,1,NAPERVILLE,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE I",SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,SPRINGFIELD,IL,,
"HR PUNDITS, INC",1111 PLAZA DR,SCHAUMBURG,IL,60173,"Computer Occupations, All Other",DATA WAREHOUSE ANALYST,Y,1,SCHAUMBURG,IL,,
"SHARP INTERFACES, INC.",5600 NORTH SHERIDAN ROAD,CHICAGO,IL,60660,Computer Systems Analysts,INFRASTRUCTURE ARCHITECT,Y,1,CHICAGO,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Computer Occupations, All Other",QA ENGINEER,Y,1,CHICAGO,IL,,
DB SERVICING CORPORATION,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Operations Research Analysts,"MANAGER, ENTERPRISE TRAINING",Y,1,RIVERWOODS,IL,,
"MARQUETTE PARTNERS, LP",801 W. ADAMS ST.,CHICAGO,IL,60607,"Financial Specialists, All Other",FINANCIAL QUANTITATIVE ANALYST,Y,1,CHICAGO,IL,,
SKYTECH SOLUTIONS LLC,953 N. PLUM GROVE ROAD,SCHAMBURG,IL,60173,"Computer Occupations, All Other",SENIOR SOFTWARE ENGINEER,Y,6,CHICAGO,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,ROLLING MEADOWS,IL,,
ALREK BUSINESS SOLUTIONS INC.,804 WOODFIELD ROAD,SCHAUMBUEG,IL,60173,"Software Developers, Applications",SOFTWARE APPLICATIONS DEVELOPER,Y,5,SCHAUMBURG,IL,,
"CHAD BURMEISTER, DMD PC",2727 N. OAKLAND AVE.,DECATUR,IL,62526,"Dentists, All Other Specialists",ENDODONTIST,N,1,DECATUR,IL,,
WESTJAM ENTERPRISES INC.,1S660 MIDWEST ROAD,OAKBROOK TERRACE,IL,60181,Financial Analysts,FINANCIAL ANALYST,Y,1,OAKBROOK TERRACE,IL,,
"SARAM SOLUTIONS, INC.",1444 N. FARNSWORTH AVENUE,AURORA,IL,60505,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,AURORA,IL,,
SCALAR USA INC,3315 ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,ROLLING MEADOWS,IL,,
GANTEC CORPORATION,1111 PLAZA DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,HOFFMAN ESTATES,IL
ADRIAN SMITH + GORDON GILL ARCHITECTURE LLP,"111 WEST MONROE STREET, SUITE 2300",CHICAGO,IL,60603,"Architects, Except Landscape and Naval",SENIOR ARCHITECTURAL DESIGNER,Y,1,CHICAGO,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
EPCOT TECHOLOGIES INC.,855 E GOLF ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,DEERFIELD,IL,ARLINGTON HEIGHTS,IL
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
ILLIONIS PHYSICAL MEDICINE GROUP S.C.,17W697 BUTTERFIELD RD,OAKBROOK TERRACE,IL,60181,Chiropractors,CHIROPRACTOR,N,1,OAKBROOK TERRACE,IL,,
WINDYCITY TECHNOLOGIES INC,3601 W. DEVON AVENUE,CHICAGO,IL,60659,Computer Programmers,PROGRAMMER  ANALYST,Y,1,NAPERVILLE,IL,,
"ETEST IT, INC.","20 N. WACKER DRIVE, SUITE 1200",CHICAGO,IL,60606,"Software Developers, Applications",WEB DEVELOPER,Y,1,CHICAGO,IL,,
SRT IT INCORPORATED,1999 WABASH AVE SUITE 213,SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,1,SPRINGFIELD,IL,,
STAR FOUNDATION,1878 JOHNS DRIVE,GLENVIEW,IL,60025,Physical Therapists,PHYSICAL THERAPIST,N,1,GLENVIEW,IL,,
SOFTWARE TECHNOLOGY LABS INC,602F W. FIFTH AVENUE,NAPERVILLE,IL,60563,Computer Programmers,COMPUTER PROGRAMMER,Y,1,NAPERVILLE,IL,,
"NAVIGANT CONSULTING, INC.","30 S. WACKER DRIVE, SUITE 3100",CHICAGO,IL,60606,Management Analysts,SENIOR CONSULTANT,Y,1,CHICAGO,IL,,
MAKE CORPORATION,1S450 SUMMIT AVENUE,OAKBROOK TERRACE,IL,60181,Logisticians,PROJECT LEADER,Y,1,OAKBROOK TERRACE,IL,OAK BROOK,IL
CAMBIUM NETWORKS INC.,3800 GOLF ROAD,ROLLING MEADOWS,IL,60008,"Software Developers, Systems Software",SYSTEMS SUPPORT ENGINEER,Y,1,ROLLING MEADOWS,IL,,
